"Problem","DateModified","Initials","SequenceNumber","NEWLOC","MAPLOC","DEPOSIT","Latitude","Longitude","Location_type","DMSLAT","DMSLONG","24kquad","100kQuad","CountyName","LandOwner","FSAgencyName","OrangeNum","1x2degreeQuadrangle","lon_WGS84","lat_WGS84","TOWNSHIP","RANGE","SECTION","QSECTION","OBJECTID","ZIP_CODE","Mining_District","Hard_File"
,,,"DR0051","DR0051","  51","Limestone Deposit",43.5528,-111.0786,0,433310,1110443,"VICTOR","REXBERG ","TETON","U.S. Forest Service","Targhee NF","49","DR",-111.079266649,43.552670472,"003N","046E",30,"SW",2310,83455,"","NO"
,,,"DR0052","DR0052","  52","Pole Canyon Limestone Mine",43.5522,-111.1144,0,433308,1110652,"VICTOR","REXBERG ","TETON","U.S. Forest Service","Targhee NF","48","DR",-111.115067658,43.55207026839999,"003N","045E",26,"SW",2311,83455,"","NO"
,,,"DR0053","DR0053","  53","Victor Trench",43.5406,-111.1114,0,433226,1110641,"VICTOR","REXBERG ","TETON","U.S. Forest Service","Targhee NF","50","DR",-111.112067445,43.54047038869999,"003N","045E",35,"SW",2312,83455,"","NO"
,,,"DR0054","DR0054","  54","Limestone Deposit",43.5239,-111.2031,0,433126,1111211,"FOURTH OF JULY PEAK","REXBERG ","BONNEVILLE","U.S. Forest Service","Targhee NF","82","DR",-111.203769861,43.523770001,"002N","045E",6,"SW",2313,83449,"Pine Creek","NO"
,,,"DR0055","DR0055","  55","North Fork Rainy Creek Prospect",43.5144,-111.1964,0,433052,1111147,"FOURTH OF JULY PEAK","REXBERG ","BONNEVILLE","U.S. Forest Service","Targhee NF","83","DR",-111.197069566,43.5142701251,"002N","045E",7,"SE",2314,83449,"Pine Creek","NO"
,,,"DR0056","DR0056","  56","South Rainy Creek Phosphate Deposit",43.5019,-111.1647,0,433007,1110953,"FOURTH OF JULY PEAK","REXBERG ","BONNEVILLE","U.S. Forest Service","Targhee NF","84","DR",-111.165368529,43.50177042249999,"002N","045E",16,"SW",2315,83449,"Pine Creek","NO"
,,,"DR0057","DR0057","  57","Feather Placer Claims",43.5197,-111.3372,0,433111,1112014,"STOUTS MOUNTAIN","REXBERG ","BONNEVILLE","U.S. Forest Service","Targhee NF",,"DR",-111.337873614,43.51956925069999,"002N","043E",12,"NE",2316,83449,"Pine Creek","NO"
,,,"DR0058","DR0058","  58","Dry Fork Limestone Deposit",43.5125,-111.2869,0,433045,1111713,"STOUTS MOUNTAIN","REXBERG ","BONNEVILLE","U.S. Forest Service","Targhee NF","80","DR",-111.287572109,43.5123696111,"002N","044E",9,"SW",2317,83449,"Pine Creek","NO"
,,,"DR0059","DR0059","  59","Pine Creek Limestone Deposit",43.5061,-111.34,0,433022,1112024,"STOUTS MOUNTAIN","REXBERG ","BONNEVILLE","U.S. Forest Service","Targhee NF","81","DR",-111.340673542,43.50596935599999,"002N","043E",13,"NW",2318,83449,"Pine Creek","NO"
,,,"DR0060","DR0060","  60","Trench G Phosphate Occurrence",43.4692,-111.1492,0,432809,1110857,"THOMPSON PEAK","PALISADES ","BONNEVILLE","U.S. Forest Service","Targhee NF","85","DR",-111.14986773,43.46907080699999,"002N","045E",27,"SW",2319,83449,"Pine Creek","NO"
,,,"DR0061","DR0061","  61","Palisades Creek Coal and Phosphate Deposit",43.4692,-111.0969,0,432809,1110549,"PALISADES PEAK","PALISADES ","BONNEVILLE","U.S. Forest Service","Targhee NF","86","DR",-111.097566248,43.4690711121,"002N","045E",25,"SE",2320,83449,"Pine Creek","NO"
,,,"DR0062","DR0062","  62","Trench K Phosphate Occurrence",43.4572,-111.1144,0,432726,1110652,"PALISADES PEAK","PALISADES ","BONNEVILLE","U.S. Forest Service","Targhee NF","87","DR",-111.115066612,43.4570711185,"002N","045E",35,"SE",2321,83449,"Pine Creek","NO"
,,,"DR0063","DR0063","  63","Petroleum",43.455,-111.1183,0,432718,1110706,"PALISADES PEAK","PALISADES ","BONNEVILLE","U.S. Forest Service","Targhee NF","88","DR",-111.118966698,43.4548711156,"002N","045E",35,"SE",2322,83449,"Pine Creek","NO"
,,,"DR0064","DR0064","  64","Trench I Phosphate Occurrence",43.4375,-111.0875,0,432615,1110515,"PALISADES PEAK","PALISADES ","BONNEVILLE","U.S. Forest Service","Targhee NF","89","DR",-111.088165634,43.4373714537,"001N","046E",6,"SW",2323,83449,"Pine Creek","NO"
,,,"DR0065","DR0065","  65","Palisades Creek Area Limestone-Dolomite Deposit",43.4122,-111.1622,0,432444,1110944,"THOMPSON PEAK","PALISADES ","BONNEVILLE","U.S. Forest Service","Targhee NF","90","DR",-111.162867471,43.41207124869999,"001N","045E",16,"SW",2324,83449,"Pine Creek","NO"
,,,"DR0066","DR0066","  66","Upper Palisades Lake Limestone Deposit",43.4117,-111.1072,0,432442,1110626,"PALISADES PEAK","PALISADES ","BONNEVILLE","U.S. Forest Service","Targhee NF","91","DR",-111.107865909,43.4115715739,"001N","045E",13,"SW",2325,83449,"Pine Creek","NO"
,,,"DR0067","DR0067","  67","Trench H Phosphate Occurrence",43.4014,-111.0769,0,432405,1110437,"PALISADES PEAK","PALISADES ","BONNEVILLE","U.S. Forest Service","Targhee NF","92","DR",-111.077564938,43.40127184439999,"001N","046E",19,"NE",2326,83449,"Pine Creek","NO"
,,,"DR0068","DR0068","  68","Grover, Grover, and Terry Phosphate Deposit (Coalmine Creek Phosphate Deposit)",43.64927,-111.44862,3,433857,1112655,"TEMPLE PEAK","REXBERG ","MADISON","U.S. Forest Service","Targhee NF","54","DR",-111.44929822,43.6491374493,"004N","042E",25,"NE",2327,83440,"","YES"
,,,"DR0069","DR0069","  69","Unnamed mine",43.65444,-111.45222,0,433916,1112708,"TEMPLE PEAK","REXBERG ","MADISON","U.S. Forest Service","Targhee NF","53","DR",-111.452898381,43.654307383,"004N","042E",24,"SE",2328,83440,"","NO"
,,,"DR0071","DR0071","  71","Limekiln Canyon Limestone Mine",43.66216,-111.53284,3,433944,1113158,"HAWLEY GULCH","REXBERG ","MADISON","U.S. Forest Service","Targhee NF","55","DR",-111.533520753,43.66202683669999,"004N","042E",20,"NE",2329,83440,"","YES"
,,,"DR0072","DR0072","  72","Morning Glory Mine",43.64878,-111.53432,3,433856,1113204,"HAWLEY GULCH","REXBERG ","MADISON","U.S. Forest Service","Targhee NF","57","DR",-111.535000644,43.6486469442,"004N","042E",29,"NE",2330,83440,"","YES"
,,,"DR0073","DR0073","  73","Heise Gold Placer",43.6333,-111.6944,0,433800,1114140,"HEISE","REXBERG ","JEFFERSON","Private",,"61","DR",-111.695085002,43.6331661231,"004N","040E",36,"SE",2331,83443,"","NO"
,,,"DR0074","DR0074","  74","Snake River Area (White Fish)",43.6033,-111.5744,0,433612,1113428,"HEISE SE","REXBERG ","BONNEVILLE","Private",,"58","DR",-111.575081266,43.6031671035,"003N","041E",12,"SE",2332,83443,"","NO"
,,,"DR0075","DR0075","  75","Roy Coles Placer (Table Rock)",43.5972,-111.5739,0,433550,1113426,"HEISE SE","REXBERG ","BONNEVILLE","Private",,"59","DR",-111.574581183,43.5970671602,"003N","041E",13,"NE",2333,83443,"","NO"
,,,"DR0076","DR0076","  76","Meadow Creek-Sorenson No. 1 Oil Occurrence",43.54574,-111.62741,3,433245,1113739,"POPLAR","REXBERG ","BONNEVILLE","Private",,"60","DR",-111.628092116,43.5456072975,"003N","041E",33,"SE",2334,83443,"","YES"
,,,"DR0077","DR0077","  77","Nitrate Occurrence",43.5325,-111.6975,0,433157,1114151,"POPLAR","REXBERG ","BONNEVILLE","Private",,"63","DR",-111.698183947,43.5323669971,"002N","040E",1,"SW",2335,83443,"Willow Creek-Caribou","NO"
,,,"DR0078","DR0078","  78","Meadow Creek-Call Dugway Occurrence",43.5328,-111.7022,0,433158,1114208,"POPLAR","REXBERG ","BONNEVILLE","Private",,"62","DR",-111.702884084,43.5326669663,"002N","040E",1,"SW",2336,83443,"Willow Creek-Caribou","NO"
,,,"DR0079","DR0079","  79","Pumice Deposit (Ammon Valley)",43.5067,-111.8256,0,433024,1114932,"RIGBY SE","REXBERG ","BONNEVILLE","Private",,"66","DR",-111.826287271,43.5065664609,"002N","039E",14,"NE",2337,83427,"Willow Creek-Caribou","NO"
,,,"DR0080","DR0080","  80","Pumice Deposit",43.5044,-111.8992,0,433016,1115357,"UCON","REXBERG ","BONNEVILLE","Private",,"65","DR",-111.899889321,43.50426603859999,"002N","039E",17,"NW",2338,83401,"","NO"
,,,"DR0081","DR0081","  81","Pumice, Inc., Mine",43.49724,-111.9343,3,432950,1115603,"AMMON","PALISADES ","BONNEVILLE","Private",,"64","DR",-111.934990229,43.49710589159999,"002N","038E",13,"SW",2339,83401,"","YES"
,,,"DR0082","DR0082","  82","Pumice Deposit (Snake River Valley)",43.4831,-111.9061,0,432859,1115422,"AMMON","PALISADES ","BONNEVILLE","Private",,"67","DR",-111.906789273,43.4829661899,"002N","039E",19,"SE",2340,83401,"","NO"
,,,"DR0083","DR0083","  83","Clay, Brick",43.4617,-111.9469,0,432742,1115649,"AMMON","PALISADES ","BONNEVILLE","Private",,"69","DR",-111.947590179,43.4615661385,"002N","038E",35,"NE",2341,83406,"","NO"
,,,"DR0084","DR0084","  84","Fan Claim (Snake River Valley Pumice Deposit)",43.46554,-111.88043,3,432756,1115250,"AMMON","PALISADES ","BONNEVILLE","Private",,"70","DR",-111.88111835,43.4654065042,"002N","039E",33,"NW",2342,83401,"","YES"
,,,"DR0085","DR0085","  85","Pumice Deposit (West of Ammon)",43.4814,-111.8289,0,432853,1114944,"OZONE","PALISADES ","BONNEVILLE","Private",,"68","DR",-111.829587078,43.48126666989999,"002N","039E",26,"NE",2343,83427,"Willow Creek-Caribou","NO"
,,,"DR0086","DR0086","  86","Brinson Coal Prospect (Miller Mine; Canyon Coal Mining)",43.4569,-111.7253,0,432725,1114331,"LONE PINE RIDGE","PALISADES ","BONNEVILLE","Private",,"71","DR",-111.725983879,43.45676751369999,"002N","040E",35,"SW",2344,83443,"Willow Creek-Caribou","NO"
,,,"DR0087","DR0087","  87","Cloward Entry (Cloward Coal Mine)",43.4414,-111.7906,0,432629,1114726,"OZONE","PALISADES ","BONNEVILLE","Idaho Fish and Game",,"72","DR",-111.791285545,43.44126726419999,"001N","040E",6,"SE",2345,83427,"Willow Creek-Caribou","NO"
,,,"DR0088","DR0088","  88","Ammon Area Pumice Deposit",43.4142,-111.9258,0,432451,1115533,"AMMON","PALISADES ","BONNEVILLE","Private",,"73","DR",-111.926489046,43.4140667014,"001N","038E",13,"SE",2346,83406,"","NO"
,,,"DR0089","DR0089","  89","Pumice Deposit (Indian Siding Pit)",43.4075,-111.9589,0,432427,1115732,"AMMON","PALISADES ","BONNEVILLE","Private",,"74","DR",-111.959589901,43.40736656359999,"001N","038E",23,"NW",2347,83406,"","NO"
,,,"DR0090","DR0090","  90","Idaho Falls Pumice Co. Deposit",43.39889,-111.95199,3,432356,1115707,"AMMON","PALISADES ","BONNEVILLE","Private",,"76","DR",-111.952679609,43.39875668489999,"001N","038E",23,"SE",2348,83406,"","YES"
,,,"DR0091","DR0091","  91","Taylor and Henry Creek Pumice Deposit",43.3964,-111.9625,0,432347,1115745,"AMMON","PALISADES ","BONNEVILLE","Private",,"75","DR",-111.963189876,43.3962666445,"001N","038E",23,"SW",2349,83406,"","NO"
,,,"DR0092","DR0092","  92","Perlite",43.3783,-111.9803,0,432242,1115849,"AMMON","PALISADES ","BONNEVILLE","Private",,"77","DR",-111.980990172,43.378166705,"001N","038E",34,"NW",2350,83406,"","NO"
,,,"DR0093","DR0093","  93","Conant Valley",43.4864,-111.4397,0,432911,1112623,"CONANT VALLEY","PALISADES ","BONNEVILLE","U.S. Bureau of Land Management",,"93","DR",-111.440376143,43.4862689448,"002N","043E",19,"SW",2351,83443,"","NO"
,,,"DR0094","DR0094","  94","Garden Creek",43.48,-111.4453,0,432848,1112643,"CONANT VALLEY","PALISADES ","BONNEVILLE","Private",,"94","DR",-111.44597623,43.47986896939999,"002N","043E",30,"NW",2352,83443,"Willow Creek-Caribou","NO"
,,,"DR0095","DR0095","  95","Garden Creek",43.4575,-111.4603,0,432727,1112737,"CONANT VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","95","DR",-111.460976403,43.45736908449999,"002N","042E",36,"SW",2353,83449,"Willow Creek-Caribou","NO"
,,,"DR0096","DR0096","  96","Swan Valley Phosphate (Pritchard Creek Phosphate Deposit)",43.44167,-111.44833,0,432630,1112654,"CONANT VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","97","DR",-111.449005889,43.4415392992,"001N","043E",6,"SW",2354,83449,"Willow Creek-Caribou","NO"
,,,"DR0097","DR0097","  97","Swan Valley Claim",43.4503,-111.3433,0,432701,1112036,"SWAN VALLEY","PALISADES ","BONNEVILLE","Private",,"101","DR",-111.343973015,43.4501698402,"001N","043E",1,"NW",2355,83449,"Pine Creek","YES"
,,,"DR0098","DR0098","  98","Uranium Sample Locality 2",43.4442,-111.5933,0,432639,1113536,"POINT LOOKOUT","PALISADES ","BONNEVILLE","Idaho Fish and Game",,"123","DR",-111.593980011,43.4440684167,"001N","041E",2,"SE",2356,83443,"Willow Creek-Caribou","NO"
,,,"DR0099","DR0099","  99","Uranium Sample Locality 3",43.4192,-111.5694,0,432509,1113410,"POINT LOOKOUT","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","124","DR",-111.570079057,43.4190687873,"001N","041E",13,"NE",2357,83443,"Willow Creek-Caribou","NO"
,,,"DR0100","DR0100"," 100","Uranium Sample Locality 6",43.4139,-111.5083,0,432450,1113030,"POINT LOOKOUT","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","125","DR",-111.508977273,43.41376919819999,"001N","042E",16,"SE",2358,83449,"Willow Creek-Caribou","NO"
,,,"DR0101","DR0101"," 101","Snake River Area (Bentonite Occurrence)",43.4281,-111.3619,0,432541,1112143,"SWAN VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Targhee NF","102","DR",-111.362573295,43.4279699328,"001N","043E",11,"SW",2359,83449,"Willow Creek-Caribou","NO"
,,,"DR0102","DR0102"," 102","Fall Creek Travertine Mine (Idaho Travertine Quarry)",43.4283,-111.3978,0,432542,1112352,"CONANT VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","103","DR",-111.398474312,43.4281697195,"001N","043E",9,"SE",2360,83449,"Willow Creek-Caribou","NO"
,,,"DR0103","DR0103"," 103","Mineral Springs (Fall Creek Mineral Springs)",43.4214,-111.4147,0,432517,1112453,"CONANT VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","105","DR",-111.415374713,43.42126968279999,"001N","043E",17,"NE",2361,83449,"Willow Creek-Caribou","NO"
,,,"DR0104","DR0104"," 104","Fall Creek Phosphate Deposit (E. A. Rex Uranium and Phosphate)",43.42174,-111.42451,3,432518,1112528,"CONANT VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","104","DR",-111.425184994,43.42160962179999,"001N","043E",17,"NW",2362,83449,"Willow Creek-Caribou","YES"
,,,"DR0105","DR0105"," 105","Fall Creek Quartzite Deposit",43.4153,-111.4392,0,432455,1112621,"CONANT VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","107","DR",-111.439875338,43.4151695941,"001N","043E",18,"SW",2363,83449,"Willow Creek-Caribou","NO"
,,,"DR0106","DR0106"," 106","Fall Creek Limestone Deposit",43.4089,-111.4439,0,432432,1112638,"CONANT VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","108","DR",-111.444575399,43.408769625,"001N","043E",18,"SW",2364,83449,"Willow Creek-Caribou","NO"
,,,"DR0107","DR0107"," 107","Apache Iron Deposit",43.40107,-111.53104,3,43244,1113152,"POINT LOOKOUT","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","126","DR",-111.531717772,43.4009391814,"001N","042E",20,"SE",2365,83449,"Willow Creek-Caribou","YES"
,,,"DR0108","DR0108"," 108","Fall Creek-Porcupine Creek Limestone-Dolomite Deposit",43.3925,-111.4836,0,432333,1112901,"CONANT VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","127","DR",-111.484276338,43.3923695411,"001N","042E",26,"NW",2366,83449,"Willow Creek-Caribou","NO"
,,,"DR0109","DR0109"," 109","Uranium Sample Locality 7",43.3914,-111.4575,0,432329,1112727,"CONANT VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","128","DR",-111.458175589,43.39126970549999,"001N","042E",25,"NE",2367,83449,"Willow Creek-Caribou","NO"
,,,"DR0110","DR0110"," 110","E. A. Rex Mining Co. Phosphate Lease (Papoose Creek Phosphate Deposit)",43.3811,-111.3597,0,432252,1112135,"SWAN VALLEY","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","112","DR",-111.360372713,43.380970377,"001N","043E",26,"SW",2368,83449,"Willow Creek-Caribou","NO"
,,,"DR0111","DR0111"," 111","Long Gulch",43.3689,-111.3158,0,432208,1111857,"RED RIDGE","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","115","DR",-111.316471338,43.36877074749999,"001N","044E",31,"SE",2369,83449,"Willow Creek-Caribou","NO"
,,,"DR0112","DR0112"," 112","Uranium Sample Locality 8",43.3675,-111.5867,0,432203,1113512,"CASTLEROCK","PALISADES ","BONNEVILLE","Private",,"129","DR",-111.587378968,43.3673691613,"001N","041E",35,"SE",2370,83427,"Willow Creek-Caribou","NO"
,,,"DR0113","DR0113"," 113","God Send To Health Mine (Smith Mine; Joseph Smith Coal Prospect; Fall Creek Coal Prospect)",43.36255,-111.53068,3,432145,1113150,"CASTLEROCK","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","134","DR",-111.531357333,43.3624195393,"001S","042E",4,"NE",2371,83449,"Willow Creek-Caribou","YES"
,,,"DR0115","DR0115"," 115","Uranium Sample Locality 16",43.36,-111.5253,0,432136,1113131,"CASTLEROCK","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","136","DR",-111.525977153,43.3598695949,"001S","042E",3,"SW",2372,83449,"Willow Creek-Caribou","NO"
,,,"DR0116","DR0116"," 116","Uranium Sample Localities 17 and 18",43.3711,-111.5114,0,432216,1113041,"CASTLEROCK","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","130","DR",-111.512076884,43.3709695743,"001N","042E",33,"SE",2373,83449,"Willow Creek-Caribou","NO"
,,,"DR0117","DR0117"," 117","Uranium Sample Localities 19 and 20",43.3664,-111.5056,0,432159,1113020,"CASTLEROCK","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","131","DR",-111.506276668,43.36626965209999,"001N","042E",34,"SW",2374,83449,"Willow Creek-Caribou","NO"
,,,"DR0118","DR0118"," 118","Uranium Sampling Locality 21",43.3664,-111.5008,0,432159,1113003,"CASTLEROCK","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","132","DR",-111.501476533,43.3662696805,"001N","042E",34,"SW",2375,83449,"Willow Creek-Caribou","NO"
,,,"DR0119","DR0119"," 119","Uranium Sampling Locality 22",43.36,-111.4928,0,432136,1112934,"COMMISSARY RIDGE","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","133","DR",-111.493476236,43.3598697872,"001S","042E",2,"SE",2376,83449,"Willow Creek-Caribou","NO"
,,,"DR0120","DR0120"," 120","Uranium Sampling Localities 25 and 26",43.3478,-111.4711,0,432052,1112816,"COMMISSARY RIDGE","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","139","DR",-111.471775489,43.34767002869999,"001S","042E",12,"NE",2377,83449,"Willow Creek-Caribou","NO"
,,,"DR0121","DR0121"," 121","Uranium Sampling Locality 24",43.3461,-111.5422,0,432046,1113232,"CASTLEROCK","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","137","DR",-111.542877475,43.345969624,"001S","042E",9,"SW",2378,83449,"Willow Creek-Caribou","NO"
,,,"DR0122","DR0122"," 122","Uranium Sampling Locality 23",43.3417,-111.5794,0,432030,1113446,"CASTLEROCK","PALISADES ","BONNEVILLE","Private",,"138","DR",-111.580078475,43.3415694445,"001S","042E",7,"SW",2379,83449,"Willow Creek-Caribou","NO"
,,,"DR0123","DR0123"," 123","Uranium Sampling Localities 27 and 28",43.3267,-111.5411,0,431936,1113228,"CASTLEROCK","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","140","DR",-111.541777228,43.32656981149999,"001S","042E",16,"SW",2380,83449,"Willow Creek-Caribou","NO"
,,,"DR0124","DR0124"," 124","Uranium Sampling Locality 29",43.32,-111.5108,0,431912,1113039,"CASTLEROCK","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","141","DR",-111.5114763,43.3198700535,"001S","042E",22,"NE",2381,83449,"Willow Creek-Caribou","NO"
,,,"DR0125","DR0125"," 125","Uranium Sampling Locality 31",43.3103,-111.4989,0,431837,1112956,"COMMISSARY RIDGE","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","142","DR",-111.499575857,43.31017021469999,"001S","042E",26,"NW",2382,83449,"Willow Creek-Caribou","NO"
,,,"DR0126","DR0126"," 126","Uranium Sampling Locality 32",43.3008,-111.4858,0,431803,1112909,"COMMISSARY RIDGE","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","144","DR",-111.486475383,43.3006703812,"001S","042E",25,"SW",2383,83449,"Willow Creek-Caribou","NO"
,,,"DR0127","DR0127"," 127","Uranium Sampling Locality 30",43.2994,-111.5228,0,431758,1113122,"CASTLEROCK","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","143","DR",-111.52347641,43.29927017569999,"001S","042E",27,"SW",2384,83449,"Willow Creek-Caribou","NO"
,,,"DR0128","DR0128"," 128","Uranium Sampling Localities 33 and 34",43.2769,-111.4736,0,431637,1112825,"COMMISSARY RIDGE","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","145","DR",-111.474274774,43.2767706783,"002S","042E",1,"NE",2385,83449,"Willow Creek-Caribou","NO"
,,,"DR0129","DR0129"," 129","Uranium Sampling Locality 35",43.2469,-111.4419,0,431449,1112631,"HERMAN","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","146","DR",-111.44257355,43.24677114919999,"002S","043E",17,"NW",2386,83449,"Willow Creek-Caribou","NO"
,,,"DR0130","DR0130"," 130","Phosphate Deposit",43.3292,-111.2847,0,431945,1111705,"RED RIDGE","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","116","DR",-111.285370022,43.32907129829999,"001S","044E",15,"SE",2387,83449,"Willow Creek-Caribou","NO"
,,,"DR0131","DR0131"," 131","Palisades Reservoir Limestone Deposit",43.3158,-111.2175,0,431857,1111303,"PALISADES DAM","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","117","DR",-111.218167977,43.3156718163,"001S","045E",19,"SE",2388,83449,"Willow Creek-Caribou","NO"
,,,"DR0132","DR0132"," 132","Red Ridge Phosphate Deposit",43.3125,-111.2139,0,431845,1111250,"PALISADES DAM","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","118","DR",-111.21456784,43.31237186809999,"001S","045E",20,"SW",2389,83449,"Willow Creek-Caribou","NO"
,,,"DR0133","DR0133"," 133","Unnamed location",43.3006,-111.2322,0,431802,1111356,"PALISADES DAM","PALISADES ","BONNEVILLE","U.S. Forest Service","Caribou NF","119","DR",-111.232868226,43.3004718726,"001S","045E",30,"SW",2390,83449,"Willow Creek-Caribou","NO"
