"SequenceNumber","Ref_id","PageNumbers","Reference","NotesForReferenceUpdate2015"
"EC0323",140,,"Cater and others, 1973, USGS B-1304.",
"EC0324",140,,"Cater and others, 1973, USGS B-1304.",
"EC0325",140,,"Cater and others, 1973, USGS B-1304.",
"EC0326",140,,"Cater and others, 1973, USGS B-1304.",
"EC0327",140,,"Cater and others, 1973, USGS B-1304.",
"EC0328",140,,"Cater and others, 1973, USGS B-1304.",
"EC0329",140,,"Cater and others, 1973, USGS B-1304.",
"EC0330",140,,"Cater and others, 1973, USGS B-1304.",
"EC0331",140,,"Cater and others, 1973, USGS B-1304.",
"EC0332",140,,"Cater and others, 1973, USGS B-1304.",
"EC0333",606,,"Lorain, 1938, USBM IC-7039.",
"EC0334",767,,"No reference.",
"EC0335",767,,"No reference.",
"EC0336",140,,"Cater and others, 1973, USGS B-1304.",
"EC0337",140,,"Cater and others, 1973, USGS B-1304.",
"EC0338",140,,"Cater and others, 1973, USGS B-1304.",
"EC0339",140,,"Cater and others, 1973, USGS B-1304.",
"EC0340",140,,"Cater and others, 1973, USGS B-1304.",
"EC0341",140,,"Cater and others, 1973, USGS B-1304.",
"EC0342",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0343",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0344",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0345",491,,"Hobbs, 1964, in IBMG SR-1.",
"EC0346",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0347",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0348",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0349",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0350",926,,"Simons, 1935, 36th Ann. Rept. of Mining Ind. of Idaho for 1934.",
"EC0351",57,,"Bell, 1905, Rept. of Mining Dist. of Idaho for 1904.",
"EC0352",57,,"Bell, 1905, Rept. of Mining Dist. of Idaho for 1904.",
"EC0353",1295,,"USBM, n.d., WFOC MPF-74.013.",
"EC0354",57,,"Bell, 1905, Rept. of Mining Dist. of Idaho for 1904.",
"EC0355",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0356",62,,"Bell, 1913, 14th Ann. Rept. of Mining Ind. of Idaho for 1912.",
"EC0357",1456,,"USGS, Big Creek 15-min. quad. topo. map.",
"EC0358",1658,,"USGS, Wolf Fang Peak 7.5-min. quad. topo. map.",
"EC0359",584,,"Leonard, 1965, in USGS PP-525-B.",
"EC0360",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0361",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0362",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0363",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0364",140,,"Cater and others, 1973, USGS B-1304.",
"EC0365",140,,"Cater and others, 1973, USGS B-1304.",
"EC0366",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0367",570,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",
"EC0368",1457,,"USGS, Big Creek 7.5-min. quad. topo. map.",
"EC0369",59,,"Bell, 1907, 8th Ann. Rept. of Mining Ind. of Idaho for 1906.",
"EC0370",1507,,"USGS, Edwardsburg 7.5-min. quad. topo. map.",
"EC0371",767,,"No reference.",
"EC0372",1127,,"USBM, n.d., WFOC MPF-30.056.",
"EC0369",59,,"Bell, 1907, 8th Ann. Rept. of Mining Ind. of Idaho for 1906.",
"EC0374",61,,"Bell, 1912, 13th Ann. Rept. of Mining Ind. of Idaho for 1911.",
"EC0375",1605,,"USGS, Profile Gap 7.5-min. quad. topo. map.",
"EC0376",55,"18","Bell, 1903, Rept. of Mining Dist. of Idaho for 1902.",
"EC0377",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0378",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0379",61,,"Bell, 1912, 13th Ann. Rept. of Mining Ind. of Idaho for 1911.",
"EC0380",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0381",1324,,"USBM, n.d., WFOC MPF-99.999.",
"EC0382",1456,,"USGS, Big Creek 15-min. quad. topo. map.",
"EC0383",1324,,"USBM, n.d., WFOC MPF-99.999.",
"EC0384",1324,,"USBM, n.d., WFOC MPF-99.999.",
"EC0385",1057,,"USBM, n.d., WFOC MPF-03.003.",
"EC0386",584,,"Leonard, 1965, in USGS PP-525-B.",
"EC0387",1024,,"USBM, n.d., Minerals Availability System backup file.",
"EC0388",871,,"Ridenour, 1985, USBM OFR MLA 64-85.",
"EC0389",61,,"Bell, 1912, 13th Ann. Rept. of Mining Ind. of Idaho for 1911.",
"EC0390",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0391",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0392",61,,"Bell, 1912, 13th Ann. Rept. of Mining Ind. of Idaho for 1911.",
"EC0393",1324,,"USBM, n.d., WFOC MPF-99.999.",
"EC0394",871,,"Ridenour, 1985, USBM OFR MLA 64-85.",
"EC0395",66,,"Bell, 1919, 20th Ann. Rept. of Mining Ind. of Idaho for 1918.",
"EC0396",871,,"Ridenour, 1985, USBM OFR MLA 64-85.",
"EC0397",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0398",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0399",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0400",917,,"Shenon and Ross, 1936, IBMG P-44.",
"EC0401",575,,"Koschmann and Bergendahl, 1968, USGS PP-610.",
"EC0402",461,,"Gray, 1927, Univ. of Minn. Ph.D. thesis.",
"EC0403",461,,"Gray, 1927, Univ. of Minn. Ph.D. thesis.",
"EC0404",989,,"Umpleby, 1913, USGS B-528.",
"EC0405",461,,"Gray, 1927, Univ. of Minn. Ph.D. thesis.",
"EC0406",461,,"Gray, 1927, Univ. of Minn. Ph.D. thesis.",
"EC0407",575,,"Koschmann and Bergendahl, 1968, USGS PP-610.",
"EC0408",989,,"Umpleby, 1913, USGS B-528.",
"EC0409",848,,"Powers, 1955, IGS Mineral Property Files.",
"EC0410",120,,"Campbell, 1937, 38th Ann. Rept. of Mining Ind. of Idaho for 1936.",
"EC0411",1034,,"USBM, n.d., USBM files.",
"EC0412",1038,,"USBM, n.d., USBM WFOC Wilderness Studies.",
"EC0413",461,,"Gray, 1927, Univ. of Minn. Ph.D. thesis.",
"EC0414",461,,"Gray, 1927, Univ. of Minn. Ph.D. thesis.",
"EC0415",461,,"Gray, 1927, Univ. of Minn. Ph.D. thesis.",
"EC0416",989,,"Umpleby, 1913, USGS B-528.",
"EC0417",461,,"Gray, 1927, Univ. of Minn. Ph.D. thesis.",
"EC0418",461,,"Gray, 1927, Univ. of Minn. Ph.D. thesis.",
"EC0419",605,,"Lorain and Metzger, 1939, USBM IC-7082.",
"EC0420",26,,"Anderson, 1943, IBMG P-61.",
"EC0421",856,,"Reed and Herdlick, 1947, USBM RI-4012.",
"EC0422",856,,"Reed and Herdlick, 1947, USBM RI-4012.",
"EC0423",26,,"Anderson, 1943, IBMG P-61.",
"EC0424",26,,"Anderson, 1943, IBMG P-61.",
"EC0425",26,,"Anderson, 1943, IBMG P-61.",
"EC0426",989,,"Umpleby, 1913, USGS B-528.",
"EC0427",989,,"Umpleby, 1913, USGS B-528.",
"EC0428",26,,"Anderson, 1943, IBMG P-61.",
"EC0429",856,,"Reed and Herdlick, 1947, USBM RI-4012.",
"EC0430",80,,"Bennett, 1977, IBMG P-167.",
"EC0431",26,,"Anderson, 1943, IBMG P-61.",
"EC0432",856,,"Reed and Herdlick, 1947, USBM RI-4012.",
"EC0433",26,,"Anderson, 1943, IBMG P-61.",
"EC0434",26,,"Anderson, 1943, IBMG P-61.",
"EC0435",26,,"Anderson, 1943, IBMG P-61.",
"EC0436",26,,"Anderson, 1943, IBMG P-61.",
"EC0437",1074,,"USBM, n.d., WFOC MPF-18.002.",
"EC0438",26,,"Anderson, 1943, IBMG P-61.",
"EC0439",26,,"Anderson, 1943, IBMG P-61.",
"EC0440",856,,"Reed and Herdlick, 1947, USBM RI-4012.",
"EC0441",80,,"Bennett, 1977, IBMG P-167.",
"EC0442",989,,"Umpleby, 1913, USGS B-528.",
"EC0443",767,,"No reference.",
"EC0444",19,,"Anderson, 1930, IBMG P-34.",
"EC0445",933,,"Soregaroli and others, IGS manuscript.",
"EC0446",933,,"Soregaroli and others, IGS manuscript.",
"EC0447",1034,,"USBM, n.d., USBM files.",
"EC0448",107,,"Campbell, 1922, 23rd Ann. Rept. of Mining Ind. of Idaho for 1921.",
"EC0449",611,,"Mackin, 1947, USGS OFR.",
"EC0450",611,,"Mackin, 1947, USGS OFR.",
"EC0451",556,,"Kiilsgaard, 1947, IGS Mineral Property Files.",
"EC0452",19,,"Anderson, 1930, IBMG P-34.",
"EC0453",1091,,"USBM, n.d., WFOC MPF-21.074.",
"EC0454",857,,"Reed, 1934, IBMG P-40.",
"EC0455",933,,"Soregaroli and others, IGS manuscript.",
"EC0456",8,,"Alstine, 1956, US Atomic Energy Comm. Valley County Prelim. Rept., File NW-69.",
"EC0457",857,,"Reed, 1934, IBMG P-40.",
"EC0458",857,,"Reed, 1934, IBMG P-40.",
"EC0459",857,,"Reed, 1934, IBMG P-40.",
"EC0460",101,,"Buffalo Hump Mining Co., 1913, Buffalo Hump Mining Co. Ann. Rept. to Idaho Inspector of Mines.",
"EC0461",857,,"Reed, 1934, IBMG P-40.",
"EC0462",1537,,"USGS, Huddleson Bluff 7.5-min. quad. topo. map.",
"EC0463",1034,,"USBM, n.d., USBM files.",
"EC0464",1034,,"USBM, n.d., USBM files.",
"EC0465",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0466",864,,"Reid, 1960, IGS Mineral Property Files.",
"EC0467",1541,,"USGS, Iron Mountain 7.5-min. quad. topo. map.",
"EC0468",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0469",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0470",1594,,"USGS, Pilot Knob 7.5-min. quad. topo. map.",
"EC0471",1594,,"USGS, Pilot Knob 7.5-min. quad. topo. map.",
"EC0472",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0473",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0474",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0475",517,,"Jellum, 1909, Northwest Mining News, v. 3-4.",
"EC0476",1034,,"USBM, n.d., USBM files.",
"EC0477",517,,"Jellum, 1909, Northwest Mining News, v. 3-4.",
"EC0478",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0479",741,,"MSHA, 1981, MSHA ID No. 10 01556.",
"EC0480",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0481",517,,"Jellum, 1909, Northwest Mining News, v. 3-4.",
"EC0482",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0483",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0484",1034,,"USBM, n.d., USBM files.",
"EC0485",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0486",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0487",112,,"Campbell, 1927, 28th Ann. Rept. of Mining Ind. of Idaho for 1926.",
"EC0488",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0489",1034,,"USBM, n.d., USBM files.",
"EC0490",640,,"McHugh, 1991, USBM OFR MLA 7-91.",
"EC0491",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0492",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0493",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0494",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0495",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0496",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0497",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0498",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0499",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0500",1476,,"USGS, Center Star Mountain 7.5-min. quad. topo. map.",
"EC0501",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0502",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0503",1034,,"USBM, n.d., USBM files.",
"EC0504",117,,"Campbell, 1932, 33rd Ann. Rept. of Mining Ind. of Idaho for 1931.",
"EC0505",117,,"Campbell, 1932, 33rd Ann. Rept. of Mining Ind. of Idaho for 1931.",
"EC0506",1524,,"USGS, Golden 7.5-min. quad. topo. map.",
"EC0507",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0508",767,,"No reference.",
"EC0509",116,,"Campbell, 1931, 32nd Ann. Rept. of Mining Ind. of Idaho for 1930.",
"EC0510",117,,"Campbell, 1932, 33rd Ann. Rept. of Mining Ind. of Idaho for 1931.",
"EC0511",116,,"Campbell, 1931, 32nd Ann. Rept. of Mining Ind. of Idaho for 1930.",
"EC0512",1524,,"USGS, Golden 7.5-min. quad. topo. map.",
"EC0513",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0514",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0515",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0516",122,,"Campbell, 1939, 40th Ann. Rept. of Mining Ind. of Idaho for 1938.",
"EC0518",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0519",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0520",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0521",635,,"McDowell, 1955, 56th Ann. Rept. of Mining Ind. of Idaho for 1954.",
"EC0522",1476,,"USGS, Center Star Mountain 7.5-min. quad. topo. map.",
"EC0523",62,,"Bell, 1913, 14th Ann. Rept. of Mining Ind. of Idaho for 1912.",
"EC0524",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0525",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0526",915,,"Shenon and Reed, 1934, AIMME Tech. Pub. 562.",
"EC0527",863,,"Reid, 1960, IBMG P-121.",
"EC0528",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0529",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0530",1034,,"USBM, n.d., USBM files.",
"EC0531",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0532",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0533",123,,"Campbell, 1940, 41st Ann. Rept. of Mining Ind. of Idaho for 1939.",
"EC0534",1034,,"USBM, n.d., USBM files.",
"EC0535",1034,,"USBM, n.d., USBM files.",
"EC0536",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0537",411,,"Erdman and others, 2003, IGS S-03-23.",
"EC0538",606,,"Lorain, 1938, USBM IC-7039.",
"EC0539",1034,,"USBM, n.d., USBM files.",
"EC0540",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0541",977,,"Thomson and Ballard, 1924, IBMG B-7.",
"EC0542",863,,"Reid, 1960, IBMG P-121.",
"EC0543",862,,"Reid, 1958, IGS Mineral Property Files.",
"EC0544",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0545",123,,"Campbell, 1940, 41st Ann. Rept. of Mining Ind. of Idaho for 1939.",
"EC0546",116,,"Campbell, 1931, 32nd Ann. Rept. of Mining Ind. of Idaho for 1930.",
"EC0547",117,,"Campbell, 1932, 33rd Ann. Rept. of Mining Ind. of Idaho for 1931.",
"EC0548",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0549",863,,"Reid, 1960, IBMG P-121.",
"EC0550",119,,"Campbell, 1936, 37th Ann. Rept. of Mining Ind. of Idaho for 1935.",
"EC0551",115,,"Campbell, 1930, 31st Ann. Rept. of Mining Ind. of Idaho for 1929.",
"EC0552",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0553",1509,,"USGS, Elk City 1 deg. x 2 deg. quad. (AMS) topo. map.",
"EC0554",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0555",735,,"MSHA, 1980, MSHA ID No. 10 01492.",
"EC0556",734,,"MSHA, 1980, MSHA ID No. 10 01491.",
"EC0557",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0558",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0559",977,,"Thomson and Ballard, 1924, IBMG B-7.",
"EC0560",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0561",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0562",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0563",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0564",863,,"Reid, 1960, IBMG P-121.",
"EC0565",861,,"Reid, 1957, IGS Mineral Property Files.",
"EC0566",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0567",1324,,"USBM, n.d., WFOC MPF-99.999.",
"EC0568",1034,,"USBM, n.d., USBM files.",
"EC0569",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0570",861,,"Reid, 1957, IGS Mineral Property Files.",
"EC0571",861,,"Reid, 1957, IGS Mineral Property Files.",
"EC0572",40,,"Armstrong and Weis, 1957, USGS B-1046-C.",
"EC0573",861,,"Reid, 1957, IGS Mineral Property Files.",
"EC0574",1034,,"USBM, n.d., USBM files.",
"EC0575",863,,"Reid, 1960, IBMG P-121.",
"EC0576",517,,"Jellum, 1909, Northwest Mining News, v. 3-4.",
"EC0577",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0578",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0579",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0580",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0581",1034,,"USBM, n.d., USBM files.",
"EC0582",1638,,"USGS, Trapper Creek 7.5-min. quad. topo. map.",
"EC0583",1509,,"USGS, Elk City 1 deg. x 2 deg. quad. (AMS) topo. map.",
"EC0584",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0585",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0586",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0587",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0588",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0589",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0590",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0591",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0592",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0593",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0594",428,,"Fletcher, 1960, 60th Ann. Rept. of Mining Ind. of Idaho for 1959.",
"EC0595",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0596",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0597",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0598",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0599",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0600",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0601",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0602",606,,"Lorain, 1938, USBM IC-7039.",
"EC0603",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0604",1623,,"USGS, Silver Spur Ridge 7.5-min. quad. topo. map.",
"EC0605",418,,"Eversmeyer, 1990, IGS TR 90-1.",
"EC0606",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0607",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0608",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0609",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0610",857,,"Reed, 1934, IBMG P-40.",
"EC0611",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0612",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0613",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0614",1038,,"USBM, n.d., USBM WFOC Wilderness Studies.",
"EC0615",1585,,"USGS, North Pole 7.5-min. quad. topo. map.",
"EC0616",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0617",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0618",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0619",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0620",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0621",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0622",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0623",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0624",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0625",916,,"Shenon and Reed, 1934, USGS C-9.",
"EC0626",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0627",1034,,"USBM, n.d., USBM files.",
"EC0628",977,,"Thomson and Ballard, 1924, IBMG B-7.",
"EC0629",767,,"No reference.",
"EC0630",1034,,"USBM, n.d., USBM files.",
"EC0631",1291,,"USBM, n.d., WFOC MPF-73.005.",
"EC0632",1034,,"Esparza, 1985, USBM MLA OFR 64-85.",
"EC0633",594,,"Lindgren, 1900, 20th Ann. Rept. of the USGS, pt. 3.",
"EC0634",1034,,"USBM, n.d., USBM files.",
"EC0635",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0636",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0637",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0638",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0639",416,,"Esparza and others, 1984, USBM MLA OFR 2-84.",
"EC0640",1034,,"USBM, n.d., USBM files.",
"EC0641",1034,,"USBM, n.d., USBM files.",
"EC0642",859,,"Reed, 1939, IBMG P-46.",
"EC0643",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0644",107,,"Campbell, 1922, 23rd Ann. Rept. of Mining Ind. of Idaho for 1921.",
"EC0645",1034,,"USBM, n.d., USBM files.",
"EC0646",745,,"MSHA, 1982, MSHA ID No. 10 01589.",
"EC0647",1121,,"USBM, n.d., WFOC MPF-30.035.",
"EC0648",964,,"Storch, 1954, US Atomic Energy Comm. Rept. RMO-1530.",
"EC0649",1034,,"USBM, n.d., USBM files.",
"EC0650",859,,"Reed, 1939, IBMG P-46.",
"EC0651",1034,,"USBM, n.d., USBM files.",
"EC0653",767,,"No reference.",
"EC0654",871,,"Ridenour, 1985, USBM OFR MLA 64-85.",
"EC0655",1034,,"USBM, n.d., USBM files.",
"EC0656",859,,"Reed, 1939, IBMG P-46.",
"EC0657",1034,,"USBM, n.d., USBM files.",
"EC0658",1034,,"USBM, n.d., USBM files.",
"EC0659",1034,,"USBM, n.d., USBM files.",
"EC0660",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0661",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0662",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0663",84,,"BLM, 1980, Coeur d'Alene District Office, written communication.",
"EC0664",606,,"Lorain, 1938, USBM IC-7039.",
"EC0665",61,,"Bell, 1912, 13th Ann. Rept. of Mining Ind. of Idaho for 1911.",
"EC0666",606,,"Lorain, 1938, USBM IC-7039.",
"EC0667",60,,"Bell, 1908, 9th Ann. Rept. of Mining Ind. of Idaho for 1907.",
"EC0668",606,,"Lorain, 1938, USBM IC-7039.",
"EC0669",84,,"BLM, 1980, Coeur d'Alene District Office, written communication.",
"EC0670",606,,"Lorain, 1938, USBM IC-7039.",
"EC0671",606,,"Lorain, 1938, USBM IC-7039.",
"EC0672",606,,"Lorain, 1938, USBM IC-7039.",
"EC0673",606,,"Lorain, 1938, USBM IC-7039.",
"EC0674",622,,"May, 1984, Univ. of Idaho M.S. thesis.",
"EC0675",622,,"May, 1984, Univ. of Idaho M.S. thesis.",
"EC0676",606,,"Lorain, 1938, USBM IC-7039.",
"EC0677",606,,"Lorain, 1938, USBM IC-7039.",
"EC0678",606,,"Lorain, 1938, USBM IC-7039.",
"EC0679",59,,"Bell, 1907, 8th Ann. Rept. of Mining Ind. of Idaho for 1906.",
"EC0680",622,,"May, 1984, Univ. of Idaho M.S. thesis.",
"EC0681",606,,"Lorain, 1938, USBM IC-7039.",
"EC0682",606,,"Lorain, 1938, USBM IC-7039.",
"EC0683",622,,"May, 1984, Univ. of Idaho M.S. thesis.",
"EC0684",606,,"Lorain, 1938, USBM IC-7039.",
"EC0685",767,,"No reference.",
"EC0686",606,,"Lorain, 1938, USBM IC-7039.",
"EC0687",630,,"McDowell, 1950, 51st Ann. Rept. of Mining Ind. of Idaho for 1949.",
"EC0688",767,,"No reference.",
"EC0689",767,,"No reference.",
"EC0690",767,,"No reference.",
"EC0691",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0692",767,,"No reference.",
"EC0693",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0694",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0695",757,,"MSHA, n.d., MSHA ID No. 10 01577.",
"EC0696",767,,"No reference.",
"EC0697",606,,"Lorain, 1938, USBM IC-7039.",
"EC0698",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0699",1199,,"USBM, n.d., WFOC MPF-37.214.",
"EC0700",606,,"Lorain, 1938, USBM IC-7039.",
"EC0701",59,,"Bell, 1907, 8th Ann. Rept. of Mining Ind. of Idaho for 1906.",
"EC0702",767,,"No reference.",
"EC0703",131,,"Capps, 1940, IBMG P-52.",
"EC0704",131,,"Capps, 1940, IBMG P-52.",
"EC0705",636,,"McDowell, 1956, 57th Ann. Rept. of Mining Ind. of Idaho for 1955.",
"EC0706",962,,"Storch and Robertson, 1955, US Atomic Energy Comm. Rept. BM-4602-23.",
"EC0707",59,,"Bell, 1907, 8th Ann. Rept. of Mining Ind. of Idaho for 1906.",
"EC0708",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0709",1280,,"USBM, n.d., WFOC MPF-71.013.",
"EC0710",604,,"Lorain and Metzger, 1938, USBM IC-7023.",
"EC0711",131,,"Capps, 1940, IBMG P-52.",
"EC0712",95,,"Brill and Wolfe, 1945, US Atomic Energy Comm. Rept. TEI-19(50).",
"EC0713",431,,"Fletcher, 1963, 63rd Ann. Rept. of Mining Ind. of Idaho for 1962.",
"EC0714",131,,"Capps, 1940, IBMG P-52.",
"EC0715",756,,"MSHA, n.d., MSHA ID No. 10 01576.",
"EC0716",131,,"Capps, 1940, IBMG P-52.",
"EC0717",131,,"Capps, 1940, IBMG P-52.",
"EC0718",95,,"Brill and Wolfe, 1945, US Atomic Energy Comm. Rept. TEI-19(50).",
"EC0719",95,,"Brill and Wolfe, 1945, US Atomic Energy Comm. Rept. TEI-19(50).",
"EC0720",95,,"Brill and Wolfe, 1945, US Atomic Energy Comm. Rept. TEI-19(50).",
"EC0721",95,,"Brill and Wolfe, 1945, US Atomic Energy Comm. Rept. TEI-19(50).",
"EC0722",95,,"Brill and Wolfe, 1945, US Atomic Energy Comm. Rept. TEI-19(50).",
"EC0723",1294,,"USBM, n.d., WFOC MPF-74.011.",
"EC0724",1011,,"USBM Staff, 1965, USBM IC-8252.",
"EC0725",1266,,"USBM, n.d., WFOC MPF-55.042.",
"EC0726",1647,,"USGS, Victor Peak 7.5-min. quad. topo. map.",
"EC0727",1258,,"USBM, n.d., WFOC MPF-55.031.",
"EC0728",767,,"No reference.",
"EC0729",858,,"Reed, 1937, IBMG P-45.",
