"Reference_ID","Title","YearDate","In","SecondTitle","SecondTitleDate","abstract","Publisher","nd","publisherAbbv","pubCity","pubState","volume","number","edition","Institution","Series_Type","PubNumber","PageCount","PlateCount","SheetCount","Scale","Pages","Hyperlink","YearHyperlink","Anno","EnterDate","EditDate","Initials","Notes","OldReference","Pub_ID","Origin","URL_INTRA","Folder","FileName","URL","URL_Year"
538,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-4",,,,,,,,"S-03-4",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-4.","S-03-4","IGS",,,,,
539,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-5",,,,,,,,"S-03-5",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-5.","S-03-5","IGS",,,,,
540,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-6",,,,,,,,"S-03-6",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-6.","S-03-6","IGS",,,,,
541,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-7",,,,,,,,"S-03-7",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-7.","S-03-7","IGS",,,,,
542,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-8",,,,,,,,"S-03-8",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-8.","S-03-8","IGS",,,,,
543,,"2003",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-03-9",,,,,,,,"S-03-9",,,,,,,,,,,,,"Kauffman and others, 2003, IGS S-03-9.","S-03-9","IGS",,,,,
544,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kelly and others, 1956, USBM IC-7752.",,,,,,,
545,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kelly, 1975, IGS Mineral Property Files.",,,,,,,
546,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kemrex Medicated Earth Co., 1918, Kemrex Medicated Earth Co. Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
547,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kennedy, 1932, Eng. Mining Journal, v. 113, p. 521-523.",,,,,,,
548,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kern, 1972, Idaho State Univ. M.S. thesis.",,,,,,,
549,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Keystone Mining Co., 1914, Keystone Mining Co. Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
550,,"1951",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-92",,,,,,,,"P-92",,,,,,,,,,,,,"Kiiilsgaard, 1951, IBMG P-92.","P-92","IGS",,,,,
551,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kiilsgaard and Bennett, 1987, in Fisher and Johnson, USGS OFR 87-480.",,,,,,,
552,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kiilsgaard and others, 1970, USGS B-1319-D.",,,,,,,
553,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kiilsgaard and others, 1983, USGS Map MF-1500-C.",,,,,,,
554,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS Map No. 7",,,,,,,,"Map No. 7",,,,,,,,,,,,,"Kiilsgaard and others, 1997, IGS Map No. 7.","Map No. 7","IGS",,,,,
556,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kiilsgaard, 1947, IGS Mineral Property Files.",,,,,,,
557,,"1949",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-88",,,,,,,,"P-88",,,,,,,,,,,,,"Kiilsgaard, 1949, IBMG P-88.","P-88","IGS",,,,,
558,,"1951",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-85",,,,,,,,"P-85",,,,,,,,,,,,,"Kiilsgaard, 1951, IBMG P-85.","P-85","IGS",,,,,
559,,"1951",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-92",,,,,,,,"P-92",,,,,,,,,,,,,"Kiilsgaard, 1951, IBMG P-92.","P-92","IGS",,,,,
560,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kiilsgaard, 1953, USBM WFOC MPF-03.140.",,,,,,,
561,,"1964",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG SR-1",,,,,,,,"MISC-0",,,,,,,,,,,,,"Kiilsgaard, 1964, in IBMG SR-1.","MISC-0","IGS",,,,,
562,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Killsarney Lake Mining Co., 1921, Killsarney Lake Mining Co. Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
563,,"1964",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG SR-1",,,,,,,,"MISC-0",,,,,,,,,,,,,"King, 1964, in IBMG SR-1.","MISC-0","IGS",,,,,
564,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"King, 1971, Oregon State Univ. M.S. thesis.",,,,,,,
565,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kinghorn and Fica, 1979, Final Ann. Rept., Idaho Dept. of Labor & Industrial Services.",,,,,,,
566,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kinghorn, 1977, 3rd Ann. Rept., Idaho Dept. of Labor & Industrial Services.",,,,,,,
567,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kinghorn, 1978, 4th Ann. Rept., Idaho Dept. of Labor & Industrial Services.",,,,,,,
568,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kirkemo and others, 1965, USGS B-1182-E.",,,,,,,
569,,"1926",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG B-10",,,,,,,,"B-10",,,,,,,,,,,,,"Kirkham and Ellis, 1926, IBMG B-10.","B-10","IGS",,,,,
570,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kirkpatrick, 1974, Univ. of Idaho M.S. thesis.",,,,,,,
571,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kline and Carlson, 1952, US Atomic Energy Comm. Rept. RMO-1525.",,,,,,,
572,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kline, 1950, U.S. Atomic Energy Comm. Rept. RME-3129.",,,,,,,
573,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Klobusicky and Poelz, 1980, Pennaluna & Co., Mining Securities, Wallace, Idaho.",,,,,,,
574,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kopp, 1959, Univ. of Idaho M.S. thesis.",,,,,,,
575,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Koschmann and Bergendahl, 1968, USGS PP-610.",,,,,,,
576,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Kuizon and Lipton, 1991, USBM OFR MLA 11-91.",,,,,,,
577,,"1974",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-156",,,,,,,,"P-156",,,,,,,,,,,,,"Kun, 1974, IBMG P-156.","P-156","IGS",,,,,
578,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lambeth and Mayerle, 1983, USBM OFR MLA 53-83.",,,,,,,
579,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Landreth, 1964, Univ. of Idaho M.S. thesis.",,,,,,,
580,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lange and Sherry, 1983, Geology, v. 11, p. 643-646.",,,,,,,
581,,"1960",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-122",,,,,,,,"P-122",,,,,,,,,,,,,"Le Moine, 1960, in IBMG P-122.","P-122","IGS",,,,,
582,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Leland, 1957, Univ. of Idaho M.S. thesis.",,,,,,,
583,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lemmon and Tweeto, 1962, USGS Map MR-25.",,,,,,,
584,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Leonard, 1965, in USGS PP-525-B.",,,,,,,
586,,"2009",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-09-2",,,,,,,,"S-09-2",,,,,,,,,,,,,"Leppert and Gillerman, 2009, IGS S-09-2.","S-09-2","IGS",,,,,
587,,"2009",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-09-3",,,,,,,,"S-09-3",,,,,,,,,,,,,"Leppert and Gillerman, 2009, IGS S-09-3.","S-09-3","IGS",,,,,
588,,"2007",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-07-4",,,,,,,,"S-07-4",,,,,,,,,,,,,"Leppert and others, 2007, IGS S-07-4.","S-07-4","IGS",,,,,
589,,"1964",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG SR-1",,,,,,,,"MISC-0",,,,,,,,,,,,,"Lesure, 1964, in IBMG SR-1.","MISC-0","IGS",,,,,
590,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Leszcykowski and others, 1983, USBM OFR MLA 89-83.",,,,,,,
591,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Leszcykowski and Winters, 1986, USBM OFR MLA 78-86.",,,,,,,
592,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lewis, 1991, Oregon State Univ. Ph.D. dissertation.",,,,,,,
593,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lindgren, 1898, 18th Ann. Rept. of the USGS, pt. 3.",,,,,,,
594,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lindgren, 1900, 20th Ann. Rept. of the USGS, pt. 3.",,,,,,,
595,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lindgren, 1904, USGS PP-27.",,,,,,,
596,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lindsey, 1958, Univ. of Calif. (Berkeley) M.S. thesis.",,,,,,,
597,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lipton and others, 1988, USBM MLA 16-88.",,,,,,,
598,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lipton and others, 1988, USBM OFR MLA 16-88.",,,,,,,
599,,"1920",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG B-1",,,,,,,,"B-1",,,,,,,,,,,,,"Livingston and Laney, 1920, IBMG B-1.","B-1","IGS",,,,,
600,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Livingston, 1919, Univ. of Idaho School of Mines B-2, v. 14.",,,,,,,
601,,"1925",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-13",,,,,,,,"P-13",,,,,,,,,,,,,"Livingston, 1925, IBMG P-13.","P-13","IGS",,,,,
602,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Loen and Pearson, 1989, USGS Map I-1803-C.",,,,,,,
603,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Long, 1976, Oregon State Univ. M.S. thesis.",,,,,,,
604,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lorain and Metzger, 1938, USBM IC-7023.",,,,,,,
605,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lorain and Metzger, 1939, USBM IC-7082.",,,,,,,
606,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lorain, 1938, USBM IC-7039.",,,,,,,
607,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lowe and others, 1983, USBM OFR MLA 87-83.",,,,,,,
608,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lowe and others, 1998, Principal mineral deposits in Idaho:  USBM unpublished report.",,,,,,,
609,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Lowe and others, 1998, unpublished USBM report.",,,,,,,
610,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MacKenzie, 1949, Univ. of Idaho M.S. thesis.",,,,,,,
611,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mackin, 1947, USGS OFR.",,,,,,,
612,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mackin, 1953, USGS B-982-E.",,,,,,,
613,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Manhattan Mining Co., Ltd., 1914, Manhattan Mining Co., Ltd., Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
614,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mansfield and Boardman, 1932, USGS B-838.",,,,,,,
615,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mansfield, 1916, USGS B-620-B.",,,,,,,
616,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mansfield, 1920, USGS B-713.",,,,,,,
617,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mansfield, 1920, USGS B-716-F.",,,,,,,
618,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mansfield, 1927, USGS PP-152.",,,,,,,
619,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mansfield, 1929, USGS B-803.",,,,,,,
620,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mansfield, 1952, USGS PP-238.",,,,,,,
621,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mapel and Hail, 1959, USGS B-1055-H.",,,,,,,
622,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"May, 1984, Univ. of Idaho M.S. thesis.",,,,,,,
623,"Mineral Investigation of the Adnerson Mountain Study Area, Lemhi County, Idaho","1993",FALSE,,,FALSE,"U.S. Bureau of Mines",FALSE,"USBM MLA 25-93",,,,,,,,"MLA 25-93",,,,,,,,,,,,,"Mayerle and Close, 1993, USBM OFR MLA 25-93.","MLA 25-93.pdf","USBM",,,,,
624,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mayerle and Gabby, 1986, USBM OFR MLA 5-86.",,,,,,,
625,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mayerle, 1991, USBM OFR MLA 3-91.",,,,,,,
626,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McConnel, n.d., IGS Mineral Property Files.",,,,,,,
627,,"1952",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IBMG P-93",,,,,,,,"P-93",,,,,,,,,,,,,"McDivitt, 1952, IBMG P-93.","P-93","IGS",,,,,
628,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McDowell, 1948, 49th Ann. Rept. of Mining Ind. of Idaho for 1947.",,,,,,,
629,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McDowell, 1949, 50th Ann. Rept. of Mining Ind. of Idaho for 1948.",,,,,,,
630,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McDowell, 1950, 51st Ann. Rept. of Mining Ind. of Idaho for 1949.",,,,,,,
631,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McDowell, 1951, 52nd Ann. Rept. of Mining Ind. of Idaho for 1950.",,,,,,,
632,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McDowell, 1952, 53rd Ann. Rept. of Mining Ind. of Idaho for 1951.",,,,,,,
633,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McDowell, 1953, 54th Ann. Rept. of Mining Ind. of Idaho for 1952.",,,,,,,
634,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McDowell, 1954, 55th Ann. Rept. of Mining Ind. of Idaho for 1953.",,,,,,,
635,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McDowell, 1955, 56th Ann. Rept. of Mining Ind. of Idaho for 1954.",,,,,,,
636,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McDowell, 1956, 57th Ann. Rept. of Mining Ind. of Idaho for 1955.",,,,,,,
637,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McDowell, 1958, 58th Ann. Rept. of Mining Ind. of Idaho for 1957.",,,,,,,
638,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McHugh and others, 1991, USBM OFR MLA 5-91.",,,,,,,
639,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McHugh and others, 1991, USBM OFR MLA 6-91.",,,,,,,
640,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McHugh, 1991, USBM OFR MLA 7-91.",,,,,,,
641,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McKelvey and others, 1953, USGS C-301.",,,,,,,
642,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McKelvey and Strobell, 1955, USGS Map MF-41.",,,,,,,
643,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"McNeill, 1971, Univ. of Idaho M.S. thesis.",,,,,,,
644,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Medicine Lodge Mining Co., 1913, Medicine Lodge Mining Co. Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
645,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mertie, 1969, USGS PP-630.",,,,,,,
646,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MESA, 1975, Mine File Reference No. 10 00068 (Dec.).",,,,,,,
647,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MESA, 1975, Mine File Reference No. 10 00101.",,,,,,,
648,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MESA, 1975, Mine File Reference No. 10 00565 (Dec.).",,,,,,,
649,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MESA, 1975, Mine File Reference No. 10 00566 (Dec.).",,,,,,,
650,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MESA, 1975, Mine File Reference No. 10 01041 (Dec.).",,,,,,,
651,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MESA, 1975, Mine File Reference No. 10 01105 (Dec.).",,,,,,,
652,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MESA, n.d., MESA ID No. 10 00680.",,,,,,,
653,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MESA, n.d., MESA ID No. 10 01052.",,,,,,,
654,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MESA, n.d., MESA ID No. 10 01106.",,,,,,,
655,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MESA, n.d., MESA ID No. 10 01357.",,,,,,,
656,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Metals and General Development Co., 1918, Metals and General Development Co. Ann. Rept. to Idaho Inspector of Mines.",,,,,,,
657,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Metsker, 1939, Atlas of Shoshone County.",,,,,,,
658,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Metzger, 1938, USBM IC-7028.",,,,,,,
659,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Miller, 1936, Univ. of Idaho B.S. thesis.",,,,,,,
660,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Miller, 1973, Univ. of Idaho M.S. thesis.",,,,,,,
661,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Miller, 1992, USBM OFR MLA 15-92.",,,,,,,
662,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"Mining and Scientific Press, 1912, v. 105, no. 2, p. 47-49.",,,,,,,
663,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MINOBRAS, 1975, Idaho Industrial Minerals.",,,,,,,
664,,,FALSE,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,"MINOBRAS, 1977, Uranium Deposit of Northern U.S. Region.",,,,,,,
665,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-12",,,,,,,,"S-05-12",,,,,,,,,,,,,"Mitchell and Bennett, 2005, IGS S-05-12.","S-05-12","IGS",,,,,
666,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-2",,,,,,,,"S-05-2",,,,,,,,,,,,,"Mitchell and Gillerman, 2005, IGS S-05-2.","S-05-2","IGS",,,,,
667,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-3",,,,,,,,"S-05-3",,,,,,,,,,,,,"Mitchell and Gillerman, 2005, IGS S-05-3.","S-05-3","IGS",,,,,
668,,"2005",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-05-6",,,,,,,,"S-05-6",,,,,,,,,,,,,"Mitchell and Gillerman, 2005, IGS S-05-6.","S-05-6","IGS",,,,,
669,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-1",,,,,,,,"S-97-1",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-1.","S-97-1","IGS",,,,,
670,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-10",,,,,,,,"S-97-10",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-10.","S-97-10","IGS",,,,,
671,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-11",,,,,,,,"S-97-11",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-11.","S-97-11","IGS",,,,,
672,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-12",,,,,,,,"S-97-12",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-12.","S-97-12","IGS",,,,,
673,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-13",,,,,,,,"S-97-13",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-13.","S-97-13","IGS",,,,,
674,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-14",,,,,,,,"S-97-14",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-14.","S-97-14","IGS",,,,,
675,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-15",,,,,,,,"S-97-15",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-15.","S-97-15","IGS",,,,,
676,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-16",,,,,,,,"S-97-16",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-16.","S-97-16","IGS",,,,,
677,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-17",,,,,,,,"S-97-17",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-17.","S-97-17","IGS",,,,,
678,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-18",,,,,,,,"S-97-18",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-18.","S-97-18","IGS",,,,,
679,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-19",,,,,,,,"S-97-19",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-19.","S-97-19","IGS",,,,,
680,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-2",,,,,,,,"S-97-2",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-2.","S-97-2","IGS",,,,,
681,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-20",,,,,,,,"S-97-20",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-20.","S-97-20","IGS",,,,,
682,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-21",,,,,,,,"S-97-21",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-21.","S-97-21","IGS",,,,,
683,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-3",,,,,,,,"S-97-3",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-3.","S-97-3","IGS",,,,,
684,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-4",,,,,,,,"S-97-4",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-4.","S-97-4","IGS",,,,,
685,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-5",,,,,,,,"S-97-5",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-5.","S-97-5","IGS",,,,,
686,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-6",,,,,,,,"S-97-6",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-6.","S-97-6","IGS",,,,,
687,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-7",,,,,,,,"S-97-7",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-7.","S-97-7","IGS",,,,,
688,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-8",,,,,,,,"S-97-8",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-8.","S-97-8","IGS",,,,,
689,,"1997",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-97-9",,,,,,,,"S-97-9",,,,,,,,,,,,,"Mitchell, 1997, IGS S-97-9.","S-97-9","IGS",,,,,
690,,"1999",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-99-1",,,,,,,,"S-99-1",,,,,,,,,,,,,"Mitchell, 1999, IGS S-99-1.","S-99-1","IGS",,,,,
691,,"1999",FALSE,,,FALSE,"Idaho Geological Survey",FALSE,"IGS S-99-2",,,,,,,,"S-99-2",,,,,,,,,,,,,"Mitchell, 1999, IGS S-99-2.","S-99-2","IGS",,,,,
